,playlist_id,title
0,5303884,8073
0,1830216,4864
1,1830216,13157
0,10146649,4864
0,10427740,13688
1,10427740,17237
2,10427740,16303
3,10427740,14136
4,10427740,9402
0,60789,19676
0,8581611,14448
0,3446500,14448
0,7520964,14448
0,11015067,12719
1,11015067,14448
0,8375782,14448
0,7541650,14448
0,3788080,14448
0,3730246,11847
1,3730246,16074
2,3730246,17726
3,3730246,9115
0,10486742,12040
1,10486742,18567
2,10486742,10891
3,10486742,4776
0,3810894,11333
1,3810894,12322
2,3810894,12639
0,6997242,18268
1,6997242,12636
0,7542163,4289
1,7542163,19299
2,7542163,10147
3,7542163,9115
4,7542163,13482
5,7542163,18698
0,736714,12458
1,736714,12322
0,3855149,6742
0,5139630,19094
1,5139630,4659
0,7385886,12322
1,7385886,11809
0,3029767,8895
0,6440161,8895
0,8337247,8895
0,11192623,8895
0,11186662,8895
0,7541429,946
1,7541429,12659
2,7541429,5035
3,7541429,15780
4,7541429,14630
0,5921991,11769
1,5921991,10775
0,10534847,12761
1,10534847,3449
2,10534847,12182
3,10534847,7157
0,6307803,2586
1,6307803,15818
0,3767369,15818
0,8358673,18319
1,8358673,15818
0,11684358,4599
1,11684358,15481
0,6189313,19660
1,6189313,12659
0,11065546,8209
0,10159053,19676
0,7541753,10120
0,123039,10120
0,3063902,14506
1,3063902,13482
2,3063902,18870
0,6428741,4298
1,6428741,2309
0,10829767,18950
1,10829767,7709
0,6987421,12197
0,8753146,16142
1,8753146,19719
0,8440864,20808
1,8440864,13502
0,7937663,7319
0,2936950,9581
0,4603677,12070
0,4525382,19676
0,6210688,12102
1,6210688,14448
0,8021352,12103
0,10417498,18099
0,8557209,12432
0,8652087,12622
0,5905606,11730
0,706001,6567
1,706001,3909
2,706001,9044
3,706001,20878
4,706001,9857
0,4912021,19647
1,4912021,20534
2,4912021,9115
3,4912021,4962
4,4912021,5471
5,4912021,18698
0,10594647,6742
1,10594647,20878
2,10594647,4300
0,8798248,2761
1,8798248,18989
2,8798248,2757
0,10608178,9291
1,10608178,9095
2,10608178,1050
3,10608178,4837
4,10608178,17317
5,10608178,9115
6,10608178,1227
7,10608178,12636
0,5491368,2186
1,5491368,6312
2,5491368,17401
3,5491368,12995
4,5491368,18870
5,5491368,18925
0,10812638,5219
1,10812638,248
2,10812638,12719
0,3792922,15517
1,3792922,18870
0,735451,1084
1,735451,5785
2,735451,5973
0,8333825,7353
1,8333825,6199
2,8333825,7369
3,8333825,7194
4,8333825,18925
0,6387476,7353
1,6387476,6199
2,6387476,7369
3,6387476,7194
4,6387476,18925
0,7370061,2725
1,7370061,7695
2,7370061,20347
3,7370061,12891
4,7370061,18698
5,7370061,18925
0,4820044,12376
1,4820044,11365
2,4820044,7934
3,4820044,9115
4,4820044,11695
0,3470025,11536
1,3470025,12943
2,3470025,9187
3,3470025,8059
0,10128392,18303
1,10128392,7934
2,10128392,19094
0,10657043,19171
1,10657043,16788
2,10657043,5505
3,10657043,3496
4,10657043,20878
5,10657043,2861
6,10657043,18925
0,4910572,6567
1,4910572,3909
2,4910572,9045
3,4910572,20878
4,4910572,9857
0,4493992,17431
1,4493992,17035
2,4493992,700
3,4493992,7934
4,4493992,12189
5,4493992,9163
0,11482957,18541
1,11482957,532
2,11482957,18870
0,10739629,19922
1,10739629,17610
2,10739629,7350
3,10739629,7369
0,7778486,9467
1,7778486,19017
2,7778486,14448
0,4790242,3844
1,4790242,15818
0,10287649,19053
1,10287649,7319
2,10287649,9044
0,5593425,7979
1,5593425,17317
2,5593425,13589
3,5593425,1227
4,5593425,11914
0,6456027,19171
1,6456027,2188
2,6456027,18698
3,6456027,18925
0,5492522,7319
1,5492522,3844
0,11701106,3847
0,8878568,848
1,8878568,3447
2,8878568,1131
3,8878568,12995
0,5206868,18194
1,5206868,1244
2,5206868,5644
3,5206868,11741
4,5206868,20093
5,5206868,12177
6,5206868,6786
7,5206868,17388
0,3476387,13763
1,3476387,13987
2,3476387,18870
3,3476387,7194
0,7541335,9115
1,7541335,10936
2,7541335,2287
3,7541335,12671
4,7541335,18698
0,10096005,20275
1,10096005,7934
2,10096005,15029
3,10096005,12995
4,10096005,18870
5,10096005,14697
0,10690979,19053
1,10690979,7319
0,8818654,19017
1,8818654,14448
0,744465,11843
1,744465,17542
0,5779922,9045
1,5779922,19017
2,5779922,14448
0,4524437,9044
1,4524437,19017
2,4524437,14448
0,4357044,9392
0,4277870,6567
1,4277870,3909
2,4277870,20878
3,4277870,9857
0,4378856,19676
0,11128860,6648
1,11128860,12118
2,11128860,6695
0,989851,6494
1,989851,17534
0,6933236,16734
1,6933236,1218
2,6933236,8085
0,10480884,20939
0,3652795,16734
1,3652795,1218
2,3652795,8085
0,5156347,16734
1,5156347,1218
2,5156347,8085
0,5659242,16734
1,5659242,1218
2,5659242,8085
0,8422170,16734
1,8422170,1218
2,8422170,8085
0,3405433,16734
1,3405433,1218
2,3405433,8085
0,11429906,16734
1,11429906,1218
2,11429906,8085
0,8491850,16734
1,8491850,1218
2,8491850,8085
0,6503307,8119
1,6503307,8477
2,6503307,9045
3,6503307,1227
0,7489722,8119
1,7489722,8477
2,7489722,9044
3,7489722,1227
0,6544963,8119
1,6544963,8477
2,6544963,1227
0,7645484,9467
1,7645484,5513
0,4006499,9045
1,4006499,5513
0,9444,9044
1,9444,5513
0,7402793,5513
0,4872794,11095
0,5425372,11096
0,10438290,239
1,10438290,17704
0,5399501,20498
1,5399501,17704
2,5399501,5754
3,5399501,10536
0,4847787,1731
1,4847787,233
0,3211605,18075
1,3211605,233
0,7873018,11579
1,7873018,1651
0,10439042,19676
0,4675043,10888
0,6412367,10195
0,8765427,12963
0,7541827,12588
0,8990121,13587
0,10074558,14120
0,10207613,19973
0,7809964,4763
0,11673638,1457
1,11673638,9549
2,11673638,4544
0,6576349,19796
0,11002305,19676
0,7729045,11193
0,5656521,19676
0,3963793,3560
0,3894378,8662
1,3894378,16614
2,3894378,700
0,11543208,18808
1,11543208,14448
0,162074,8098
1,162074,14448
0,3839955,2126
0,7602076,3052
0,4286920,8528
0,4553944,3624
0,7513394,12800
0,1182613,19676
0,4827784,19676
0,11042549,2326
1,11042549,12524
0,11122214,5726
1,11122214,10900
0,3448626,19922
1,3448626,14136
2,3448626,4199
0,760237,141
1,760237,9460
0,9009274,265
1,9009274,5563
2,9009274,305
0,5320644,18910
0,5651468,19676
0,8037704,16469
0,224928,12221
1,224928,14448
0,8089664,15427
1,8089664,5594
0,8580036,15339
0,4588377,1636
0,34111,438
1,34111,9460
0,1719170,14760
1,1719170,12009
2,1719170,532
0,7614234,2916
0,5003938,14692
1,5003938,1675
2,5003938,13718
0,5883523,19676
0,10538400,7778
1,10538400,14725
0,7886452,12719
1,7886452,6728
0,7158895,6588
0,4941841,19205
1,4941841,14622
2,4941841,18813
3,4941841,3902
4,4941841,13987
5,4941841,13595
0,4876640,4914
0,11303126,12995
0,3412979,4825
1,3412979,718
0,10539993,7850
1,10539993,15009
2,10539993,17948
3,10539993,18698
0,10746539,7601
1,10746539,4366
2,10746539,18828
3,10746539,18698
0,10030117,17269
1,10030117,1676
2,10030117,16731
0,7948812,1159
1,7948812,17797
2,7948812,20228
3,7948812,18698
0,3690554,19786
1,3690554,7537
2,3690554,7357
3,3690554,9115
0,5664607,17944
1,5664607,8136
2,5664607,10521
3,5664607,18698
0,3264371,13955
1,3264371,5924
2,3264371,18698
0,11592817,2037
1,11592817,20709
2,11592817,20815
3,11592817,1227
4,11592817,13482
0,10880615,14399
1,10880615,20538
2,10880615,20097
3,10880615,18698
0,2538896,7083
1,2538896,17317
2,2538896,13589
3,2538896,903
0,4113408,6141
1,4113408,9343
2,4113408,18698
0,10925226,19676
0,5515419,6173
0,10431982,12127
0,4812263,6669
1,4812263,17193
0,7541638,17715
0,8722402,7853
0,6011242,19676
0,10522322,10936
0,7914300,20273
0,10809798,12257
1,10809798,14448
0,2806165,896
1,2806165,13760
2,2806165,9626
0,8208761,19676
0,2228459,20318
0,6262719,15123
1,6262719,848
2,6262719,13482
3,6262719,17892
4,6262719,18698
0,6596679,2785
1,6596679,2096
2,6596679,18698
0,5044225,9034
1,5044225,14630
0,10580517,4618
1,10580517,12496
2,10580517,17593
3,10580517,1227
0,3361132,18111
0,7198952,2952
1,7198952,2554
2,7198952,18698
0,8291679,9735
1,8291679,4624
0,10656639,10084
1,10656639,2459
2,10656639,18698
0,8539897,13064
0,6288574,15451
1,6288574,2552
0,11664537,3694
0,5958374,16323
1,5958374,6289
0,6423578,17439
1,6423578,20881
0,8015698,20111
1,8015698,11529
2,8015698,18698
0,10681824,1960
1,10681824,18698
0,11327921,11833
1,11327921,18698
0,8109721,3977
1,8109721,10695
0,708351,15206
0,5941462,12604
0,8449493,12375
0,3745816,19676
0,3967661,19676
0,10265796,2459
1,10265796,11914
0,11568599,5974
0,4610302,8364
1,4610302,19687
2,4610302,9402
3,4610302,5334
4,4610302,2853
5,4610302,18925
0,7017753,2576
1,7017753,12389
0,6912180,20445
0,5767934,8990
1,5767934,12317
0,7387701,659
1,7387701,4588
0,2159418,12329
1,2159418,14448
0,4678538,19712
1,4678538,29
0,7797175,19676
0,7618671,19676
0,11032396,16957
1,11032396,5625
0,2942117,8875
0,7290970,4965
1,7290970,4917
0,5147266,12995
0,8608153,17028
0,8208108,15965
1,8208108,9115
2,8208108,4659
0,8775646,4328
0,10345554,13641
1,10345554,9285
2,10345554,3847
0,11342127,5201
1,11342127,13546
0,11607012,14701
1,11607012,1066
2,11607012,9163
3,11607012,15818
0,2998309,19676
0,5197740,11086
0,8842787,12354
1,8842787,14448
0,8124328,3501
1,8124328,5222
2,8124328,19922
3,8124328,5201
4,8124328,13257
0,1199341,13020
0,5996689,7000
1,5996689,18870
0,7045748,17213
1,7045748,13595
0,5065743,4303
0,6248471,19676
0,2981797,2122
1,2981797,4294
0,8795712,6048
1,8795712,12381
2,8795712,211
3,8795712,20275
4,8795712,12995
0,7590931,4355
1,7590931,12381
2,7590931,16356
3,7590931,20874
0,11732161,19676
0,7834410,18293
1,7834410,12376
0,44158,9402
1,44158,18783
2,44158,13257
3,44158,14448
0,7440085,15597
1,7440085,12381
0,2569252,8733
0,7894055,20102
1,7894055,12376
2,7894055,9115
3,7894055,18698
0,5269027,20102
1,5269027,11097
0,7451064,12381
1,7451064,207
0,8124507,20102
1,8124507,9044
2,8124507,11097
0,5254174,7594
1,5254174,11693
2,5254174,2241
0,4941065,10596
0,4375812,11693
1,4375812,6631
2,4375812,15760
3,4375812,1227
4,4375812,13482
5,4375812,18698
0,7546918,20102
1,7546918,12376
2,7546918,9044
3,7546918,9115
4,7546918,18698
0,6173361,15919
1,6173361,15818
0,3398941,19563
1,3398941,8823
2,3398941,8691
0,68408,19489
1,68408,8369
0,5624178,10819
1,5624178,9857
2,5624178,18694
3,5624178,17427
0,8151141,19676
0,6571273,19676
0,4143093,19676
0,3064043,17251
0,10275468,19317
0,2679575,15419
0,3818561,19676
0,3701502,19676
0,8992545,8953
1,8992545,8497
2,8992545,19853
3,8992545,15029
4,8992545,12671
0,6664633,9285
1,6664633,15818
2,6664633,14697
0,4558593,6691
0,6606488,18389
1,6606488,20281
2,6606488,5773
3,6606488,9438
4,6606488,18925
0,11476545,18097
0,2088396,19676
0,6298861,19676
0,5077338,7460
1,5077338,8875
0,8322486,3624
1,8322486,13765
0,11393441,17085
0,8695722,7157
0,10273851,10544
0,10603311,20934
1,10603311,5334
0,7938801,12454
1,7938801,13479
2,7938801,10891
0,5948312,2855
1,5948312,7442
2,5948312,17499
0,3869148,10868
1,3869148,17525
0,4409591,10642
1,4409591,11126
2,4409591,6155
3,4409591,18698
0,8908734,811
0,10195424,1991
1,10195424,2701
0,6474059,19676
0,8876523,8
0,8275782,6399
1,8275782,8712
0,4236286,18148
1,4236286,15818
0,7923470,6731
1,7923470,11914
0,187069,19676
0,6595877,12520
1,6595877,10891
2,6595877,4776
0,11537236,14917
1,11537236,15029
2,11537236,14697
0,3770729,20285
0,3007667,6712
0,10664549,5912
0,2242420,15291
0,4779057,19676
0,3764930,14881
0,3465620,19676
0,11523183,12527
1,11523183,18567
2,11523183,10891
3,11523183,4776
0,8847811,16986
1,8847811,20058
0,6321369,10165
1,6321369,10792
2,6321369,13482
0,4864300,19676
0,6692262,16720
1,6692262,12591
2,6692262,4584
0,16907,15404
1,16907,19017
2,16907,19349
0,3762723,4752
1,3762723,18752
2,3762723,19094
3,3762723,13482
0,10027633,19676
0,8504560,19676
0,3314135,19426
1,3314135,11289
2,3314135,18527
3,3314135,4659
4,3314135,18694
5,3314135,11914
6,3314135,18698
0,5441747,1806
1,5441747,2134
0,11368573,17977
1,11368573,3847
0,5982582,12719
1,5982582,14448
0,8879850,5627
0,8021277,9618
0,8866847,1553
1,8866847,10936
2,8866847,16570
0,7215826,13331
1,7215826,5599
0,11718273,6391
0,8694484,5721
1,8694484,18187
2,8694484,19094
0,6571833,9390
1,6571833,6783
0,2863272,3738
1,2863272,16493
0,991046,7411
1,991046,20808
0,7003412,14468
1,7003412,12719
0,6794760,15430
1,6794760,14425
0,3050193,17699
1,3050193,10888
2,3050193,10903
0,4731933,12013
0,8741327,1852
1,8741327,18698
0,5282164,17889
1,5282164,8098
2,5282164,1227
0,1029721,5765
0,6881857,8884
1,6881857,2586
0,4158885,20628
1,4158885,11285
0,10481419,5423
1,10481419,18698
0,6856957,19676
0,4705290,13267
1,4705290,7934
2,4705290,3102
3,4705290,18870
0,2147812,13313
1,2147812,2494
0,8850384,13312
1,8850384,2495
0,8879108,13311
1,8879108,2495
0,10380470,13321
1,10380470,2495
0,11627349,13320
1,11627349,2495
0,11359603,13315
1,11359603,2495
0,4550283,13314
1,4550283,2495
0,10407885,12541
1,10407885,2485
0,2469354,13317
1,2469354,2495
0,10660655,13316
1,10660655,2495
0,10393723,13318
1,10393723,2495
0,2401901,13319
1,2401901,2495
0,7820092,14669
0,2119378,8168
1,2119378,9773
0,4789172,4765
1,4789172,667
0,11486250,6723
1,11486250,12719
2,11486250,11914
3,11486250,17427
0,8764785,9289
0,8547332,14752
1,8547332,8369
0,4314733,17775
1,4314733,6884
2,4314733,10636
0,7672612,3722
1,7672612,14725
2,7672612,11914
0,7690334,15925
1,7690334,19111
2,7690334,10034
3,7690334,18783
0,4647908,7934
1,4647908,17977
2,4647908,13482
3,4647908,12416
4,4647908,18698
0,3021551,8604
1,3021551,12416
0,5655033,7934
1,5655033,9857
2,5655033,12416
3,5655033,1015
4,5655033,9438
0,8177748,7934
1,8177748,17977
2,8177748,12416
0,7998385,7934
1,7998385,17977
2,7998385,18698
0,8619484,5785
1,8619484,18331
2,8619484,9147
0,3973386,499
1,3973386,18646
0,10301135,10436
1,10301135,13082
2,10301135,9438
0,4322497,20618
1,4322497,3944
2,4322497,14448
0,2880662,9411
1,2880662,6478
2,2880662,1797
0,4966050,7433
1,4966050,13595
0,11081181,6889
0,60991,12558
1,60991,14448
0,5959031,14468
0,10422543,16180
0,942442,848
1,942442,12995
0,2799245,19119
0,2315454,19676
0,5541008,17317
1,5541008,13589
2,5541008,1227
3,5541008,2586
4,5541008,9581
5,5541008,15818
0,3515719,17040
1,3515719,15404
0,11374595,8499
1,11374595,7427
2,11374595,6458
3,11374595,19094
4,11374595,7194
5,11374595,12671
0,4435403,8499
1,4435403,12671
0,11596818,3725
0,5266045,9416
1,5266045,17525
2,5266045,13482
0,4583544,16649
1,4583544,15732
2,4583544,13300
3,4583544,47
4,4583544,10819
5,4583544,20387
0,11649880,17683
1,11649880,12189
0,6518264,19676
0,8777659,13164
1,8777659,18863
2,8777659,17392
3,8777659,11115
4,8777659,15370
5,8777659,20874
0,144462,5034
0,5149611,19719
1,5149611,19433
2,5149611,13482
0,10366716,18091
0,7017410,12389
0,8334805,17110
1,8334805,2576
0,10832051,8468
1,10832051,11095
2,10832051,11914
0,7775577,3650
0,844289,6382
1,844289,3624
2,844289,15818
0,6081908,9059
1,6081908,13130
0,7092657,10135
0,6258076,6619
1,6258076,13157
2,6258076,12416
0,3445924,8534
1,3445924,9927
0,5253976,19676
0,8467737,4223
0,8310914,19676
0,8566982,7442
1,8566982,17499
0,5306988,2586
1,5306988,15818
0,6155329,11119
0,7090511,7572
1,7090511,1743
2,7090511,9581
0,5078143,3409
1,5078143,6272
2,5078143,12995
0,6044782,1894
0,10771192,641
1,10771192,10768
2,10771192,19553
0,875543,10227
1,875543,9251
2,875543,20108
3,875543,8485
0,6033826,11279
0,3430369,3679
1,3430369,12055
2,3430369,4776
0,7849984,19676
0,10278300,19676
0,11320605,19676
0,616875,19373
0,7456063,6117
1,7456063,17156
0,7374101,17536
0,10778283,9657
1,10778283,18512
0,6341372,12094
0,7134771,5551
0,7468941,14282
0,7097244,4199
0,4749489,11914
1,4749489,3624
0,2215348,19695
1,2215348,19119
0,6761130,19232
0,6720769,8861
0,4412487,13425
1,4412487,15818
2,4412487,14697
0,7541445,7304
1,7541445,19094
0,6098314,3558
0,8536970,12265
1,8536970,1857
0,5961962,12614
1,5961962,14448
0,1736703,17427
0,3578398,19676
0,6853912,16687
0,5285242,3299
1,5285242,12617
0,7541268,11472
0,11168666,19676
0,2021519,19676
0,5653527,11095
0,6968855,14725
1,6968855,1924
0,7440439,17718
1,7440439,7873
0,6322215,19676
0,4480534,19676
0,10470087,20982
0,592251,12976
0,6786403,12979
0,8727655,18273
1,8727655,17142
0,6957396,18273
1,6957396,17142
0,8741013,16540
1,8741013,11529
2,8741013,340
3,8741013,18925
0,7374403,10057
0,440923,14596
1,440923,7204
0,7433879,6990
1,7433879,2776
0,4190079,6034
0,8558338,14846
1,8558338,18698
0,560747,19676
0,10994300,1755
1,10994300,19077
2,10994300,18698
0,10997053,19676
0,244445,7119
0,3797309,3722
1,3797309,1084
2,3797309,11914
3,3797309,15818
0,4885272,7348
1,4885272,13091
0,5855080,1916
1,5855080,10326
0,11746745,18635
1,11746745,6191
0,6763598,19676
0,6659404,13949
1,6659404,15749
0,6745162,19676
0,10132503,7250
1,10132503,7064
0,5432062,12461
1,5432062,2134
2,5432062,17427
3,5432062,18698
0,7125913,4300
1,7125913,2287
0,6918393,10907
1,6918393,5773
0,4746817,9581
0,10199771,8352
1,10199771,1015
2,10199771,9438
0,8987513,11285
1,8987513,18025
2,8987513,20629
0,3876717,6199
1,3876717,14630
2,3876717,18698
0,6436045,19676
0,3854048,19676
0,8271737,8126
1,8271737,4300
0,10246737,4612
1,10246737,635
2,10246737,17427
0,10231180,1624
1,10231180,19228
0,5678726,6746
0,10253812,3856
0,11134533,14703
0,11649210,14703
0,4896170,19676
0,7736234,6779
1,7736234,233
0,5465206,11470
1,5465206,233
0,4492856,14158
1,4492856,3223
2,4492856,20674
3,4492856,20874
4,4492856,7873
5,4492856,18698
0,5838102,3198
1,5838102,3270
0,8065423,16122
0,3260225,15818
1,3260225,14697
2,3260225,14448
0,11482328,13511
1,11482328,7908
2,11482328,9402
3,11482328,13589
4,11482328,20387
0,8816692,19516
1,8816692,20808
0,10270931,2035
0,7669965,12461
1,7669965,14438
0,6647593,19676
0,5241282,19676
0,7887014,17388
0,3444558,15871
1,3444558,17388
0,11718260,16851
0,7120605,6728
0,10545828,7359
1,10545828,15058
2,10545828,18771
0,10959675,20365
0,8351328,20281
1,8351328,17810
0,5619780,12388
1,5619780,13439
2,5619780,12409
3,5619780,20385
4,5619780,18698
0,8698848,4148
1,8698848,4915
2,8698848,248
0,7586091,5561
0,8692437,1467
1,8692437,17140
2,8692437,2576
0,3040359,7737
0,6501005,20102
1,6501005,9044
0,4535702,20102
0,6199072,19676
0,3137386,8500
1,3137386,2113
0,6283162,1227
1,6283162,2040
2,6283162,5575
0,4640504,5625
0,10551710,818
0,10458424,7442
1,10458424,17499
0,7529126,1227
1,7529126,2586
2,7529126,9581
0,7633753,18522
1,7633753,5947
0,2322889,19676
0,736858,19676
0,10070616,8120
1,10070616,2717
2,10070616,239
3,10070616,18075
4,10070616,7194
0,3965087,9721
1,3965087,2013
2,3965087,14630
3,3965087,7938
0,10665466,19676
0,5816329,7942
1,5816329,14630
0,6860021,7942
1,6860021,7693
0,10929265,7942
1,10929265,15282
0,2570156,6987
1,2570156,13589
0,10230343,14930
1,10230343,933
2,10230343,471
3,10230343,490
4,10230343,17264
5,10230343,1227
6,10230343,14448
7,10230343,18698
0,7458815,658
1,7458815,20974
0,11206519,19676
0,11695803,17379
1,11695803,13157
2,11695803,9581
0,7112161,4600
1,7112161,15483
0,8555075,8981
1,8555075,275
2,8555075,47
3,8555075,244
0,6758906,17977
0,1334107,19676
0,10435839,10936
1,10435839,16570
0,4037226,20629
1,4037226,17499
0,3931488,19676
0,8471207,19676
0,8269046,19676
0,7541312,13245
0,5550682,19676
0,3238447,12823
1,3238447,5072
2,3238447,14448
0,6837104,14523
1,6837104,19508
2,6837104,13211
0,8779353,12636
1,8779353,7194
2,8779353,11695
0,3409944,8500
1,3409944,12719
0,5574677,10936
1,5574677,16570
0,8833073,19119
1,8833073,10031
2,8833073,18698
0,3474097,19676
0,8162554,9530
0,7544040,5625
0,6987431,1473
1,6987431,18752
2,6987431,18771
3,6987431,11095
0,4067430,13229
1,4067430,11086
0,4302206,19676
0,10737081,19444
0,3772719,16077
1,3772719,12189
0,10143612,6740
1,10143612,19094
2,10143612,233
3,10143612,13482
4,10143612,12719
0,11735331,16694
1,11735331,7460
0,3705649,12865
1,3705649,16694
0,10755431,12864
0,986595,19676
0,4989919,19676
0,6513383,18075
1,6513383,903
0,7923895,19676
0,2060076,2695
0,6121042,9581
0,5447236,19676
0,4709606,5973
1,4709606,9187
0,131614,11921
0,10078554,11937
0,5960757,5960
0,1803340,5146
1,1803340,13058
2,1803340,17542
0,10145301,239
1,10145301,19094
2,10145301,13482
0,4654273,6723
1,4654273,227
2,4654273,19094
0,7345821,12292
0,2630381,17499
0,1543503,19676
0,8584755,20505
1,8584755,13045
0,4175927,19676
0,5479949,344
0,5941334,21041
1,5941334,14448
0,7378297,12786
0,3945405,1101
1,3945405,6742
0,4290414,4280
0,3044062,1294
1,3044062,19094
0,11174179,10549
0,10808533,16551
1,10808533,3650
0,7618952,4163
1,7618952,9581
0,6313653,12189
1,6313653,9163
0,7361814,5545
1,7361814,17427
0,3358345,2743
1,3358345,13287
2,3358345,9115
3,3358345,903
4,3358345,18698
0,6850517,8823
1,6850517,9581
0,10634900,6699
1,10634900,17195
0,5257479,19676
0,8000287,14448
0,5986263,19676
0,5560881,9559
0,560227,13245
0,7758084,16462
0,10570705,19676
0,4019942,19676
0,1253757,19676
0,2619907,19676
0,10400786,7330
1,10400786,12432
0,7443159,12995
0,5690576,8210
1,5690576,17991
0,8110430,19676
0,8590883,8733
0,4597466,19676
0,3093997,19676
0,1824225,5947
0,8809678,14630
0,11430657,1999
1,11430657,3592
0,7504670,8691
0,3987965,19676
0,5849628,18617
1,5849628,19349
0,2986158,8512
1,2986158,2576
2,2986158,18698
0,5716518,19676
0,6635179,13678
1,6635179,3976
0,5865937,10792
1,5865937,13482
2,5865937,11095
3,5865937,12719
0,6209219,13677
1,6209219,10536
0,10664669,13033
1,10664669,14448
0,6276074,13033
1,6276074,14448
0,5344253,14857
0,6623949,16015
1,6623949,15406
0,5711423,19676
0,5043327,15818
0,7447235,15591
1,7447235,13589
0,6448276,19676
0,3762934,10936
1,3762934,16570
0,2957620,13987
1,2957620,17977
2,2957620,17388
0,802652,17977
1,802652,17388
2,802652,11914
0,4093718,15739
1,4093718,1105
2,4093718,233
3,4093718,15818
0,10906168,10792
1,10906168,17542
2,10906168,7194
0,431642,3678
0,5396578,4086
0,5420570,19676
0,7570237,19676
0,8893625,19676
0,4942135,19676
0,7540295,19676
0,8139233,6102
1,8139233,3356
2,8139233,9115
3,8139233,13482
0,5952434,3698
0,5186720,18511
1,5186720,4765
2,5186720,17936
3,5186720,7194
0,6249603,4908
1,6249603,19915
2,6249603,11080
3,6249603,12432
4,6249603,18783
0,6680108,19676
0,4048383,18291
0,5883534,10936
0,10021983,6216
0,10301416,19676
0,4890430,8823
1,4890430,8691
0,10432314,5465
0,7677952,12664
1,7677952,10407
0,5365077,19274
1,5365077,18994
0,3878420,6746
0,8551001,19676
0,1389959,19676
0,3803436,6742
0,11619175,19676
0,11720007,8872
1,11720007,6779
2,11720007,13595
3,11720007,14448
0,11090857,9554
1,11090857,12265
2,11090857,3624
0,3734025,12719
1,3734025,6728
0,4751016,19676
0,4661566,10308
0,5865220,19676
0,10434153,19676
0,4633119,19676
0,6643745,7934
1,6643745,12636
0,6063446,19676
0,7309496,8750
0,4066950,15558
0,5944292,19676
0,4091338,1084
1,4091338,4280
0,5723427,1697
0,5430156,7218
0,10645334,10480
1,10645334,1335
0,4923227,19676
0,7738865,3105
0,10259663,2497
1,10259663,18698
0,5963925,3856
1,5963925,11914
2,5963925,4791
3,5963925,13540
0,6312423,1046
1,6312423,18698
0,6834163,18827
1,6834163,2654
0,1832393,18906
1,1832393,14448
0,8981865,19676
0,27279,18075
1,27279,18870
0,1904335,1847
1,1904335,16425
2,1904335,18925
0,11751516,6987
0,8494489,2415
1,8494489,8358
0,428895,8773
0,6714460,15810
1,6714460,11095
0,10539499,19676
0,8931373,8823
1,8931373,8691
0,3137506,10544
0,10319567,5941
0,2429823,7934
1,2429823,19349
0,5137879,3624
0,4121225,8196
0,2789236,3725
0,10545977,20455
1,10545977,16864
0,1563553,14137
1,1563553,7124
0,8337590,19349
1,8337590,8823
2,8337590,8691
0,8036503,4588
0,2102813,18390
0,8796313,19676
0,4009017,10783
1,4009017,5034
0,4554278,15029
0,10669736,5034
1,10669736,8823
2,10669736,8691
0,4398393,14953
0,1591244,5625
0,8713342,8823
1,8713342,8691
0,6584717,8157
0,11140231,11914
1,11140231,15818
0,11009270,1072
0,516999,11914
1,516999,4791
0,4542883,3844
1,4542883,15818
0,4184646,9203
1,4184646,15809
0,11644587,6723
1,11644587,17427
0,2926620,18250
0,7363825,1769
1,7363825,4300
0,8972000,16010
0,8935981,9163
1,8935981,15818
0,7542089,9289
0,11363247,8364
1,11363247,4280
0,7158034,13987
0,33349,15029
0,4848960,20275
1,4848960,490
2,4848960,12995
0,10862264,15517
0,8536207,19174
1,8536207,14448
0,5047945,7330
1,5047945,2126
0,8512698,10560
1,8512698,10716
2,8512698,1227
3,8512698,7873
4,8512698,11095
5,8512698,10936
0,8547930,20534
1,8547930,12912
2,8547930,10932
3,8547930,20874
4,8547930,9857
5,8547930,12416
6,8547930,18870
0,4597602,10716
1,4597602,19306
2,4597602,840
0,4396462,8547
1,4396462,5291
0,8338551,2243
1,8338551,1519
2,8338551,9857
3,8338551,18698
0,7811127,16569
1,7811127,20836
2,7811127,863
3,7811127,11022
4,7811127,10819
5,7811127,18870
0,5949844,20337
1,5949844,7934
0,606707,6447
1,606707,2287
2,606707,14448
3,606707,18698
0,11526083,19676
0,7189538,7157
0,7177014,13182
1,7177014,13479
2,7177014,10891
0,5891002,11224
0,7225095,7942
1,7225095,5758
2,7225095,10521
3,7225095,7124
4,7225095,20878
5,7225095,7194
0,6299288,20365
1,6299288,13765
2,6299288,18698
0,10224310,16697
1,10224310,4033
0,10952222,18850
1,10952222,20783
0,1143326,19922
1,1143326,5505
2,1143326,7934
0,5054433,19036
1,5054433,19094
0,6747887,6656
1,6747887,7466
0,6992287,19676
0,73091,20620
0,10631041,19676
0,10322733,7442
1,10322733,20223
2,10322733,12719
0,11468613,19676
0,8935784,19676
0,5488696,20808
0,10562619,47
1,10562619,1426
0,1943280,11470
1,1943280,47
0,4095990,6771
1,4095990,47
0,10074206,9535
1,10074206,47
0,3610549,4803
1,3610549,47
2,3610549,19017
0,5954923,18585
1,5954923,13291
2,5954923,19017
0,6496167,729
1,6496167,18585
2,6496167,13452
3,6496167,19017
